TIME,Value,time,index_All_sentiment,index_All_sentiment_(w/o_pos_and_neg),index_Crisis_sentiment,index_Fear_sentiment,index_Hedging_sentiment,index_Negative_sentiment,index_Negative_sentiment_+,index_Opinion_sentiment,index_Positive_sentiment,index_Risk_sentiment
1986-01,34.82,1986-01,45.5253784505787,33.9492430988423,0.0,3.22796081923419,22.484416740872607,20.369545859305397,46.4158504007123,7.34639358860196,9.795191451469279,5.56544968833481
1986-02,30.93,1986-02,30.878186968838506,23.7960339943342,0.141643059490085,0.849858356940509,14.8725212464589,11.756373937677,32.2946175637393,5.949008498583571,7.64872521246459,3.5410764872521203
1986-03,30.67,1986-03,26.9981288425554,19.112536754878303,0.0,1.33654103180967,12.6971398021919,11.0932905640203,26.9981288425554,4.81154771451483,6.014434643143541,2.4057738572574103
1986-04,30.41,1986-04,11.5483969001671,8.9652028567087,0.0,0.151952590791672,5.7741984500835715,4.55857772375019,11.8523020817504,2.12733627108342,2.12733627108342,2.2792888618750897
1986-05,30.43,1986-05,58.4036340038935,42.2885572139303,0.216309755569976,3.13649145576465,28.9855072463768,25.308241401687106,58.7280986372485,10.5991780229288,14.3845987454034,6.813757300454251
1986-06,30.47,1986-06,30.543435144783807,24.5934153113843,0.0,1.1900039666798798,15.8667195557318,12.3760412534708,31.416104720349107,6.58468861562871,5.95001983339944,4.36334787782625
1986-07,31.1,1986-07,51.6881117343012,41.4604640932585,0.109974705817661,1.4296711756296,27.8236005718684,18.6956999890025,54.107555262289715,9.89772352358957,10.117672935224801,6.048608819971402
1986-08,31.28,1986-08,67.7132146204311,46.50890346766629,0.11715089034676597,3.39737582005623,29.0534208059981,33.5051546391752,67.5960637300843,11.9493908153701,16.2839737582005,9.840674789128393
1986-09,31.24,1986-09,68.1204295408129,53.6267211278739,0.0,3.2281441465182104,34.2578562487647,27.3404045062256,69.50391988932071,14.6254693985111,16.4042427037354,8.49858356940509
1986-10,31.37,1986-10,16.273495647786,13.6243219376813,0.0,0.50460451621042,9.58748580799798,5.29834742020941,16.778100163996402,3.2799293553677304,2.14456919389428,2.01841806484168
1986-11,31.79,1986-11,63.6363636363635,50.802139037433,0.0,4.01069518716577,34.2245989304812,27.0053475935828,65.2406417112298,13.3689839572192,13.1016042780748,10.427807486631
1986-12,31.83,1986-12,29.4784580498865,22.6757369614512,0.0,1.32275132275132,15.117157974300802,12.471655328798098,30.990173847316605,6.42479213907785,3.02343159486016,3.96825396825396
1987-01,31.58,1987-01,30.135471385125694,25.158971523361807,0.0,1.3823610727121898,16.5883328725463,11.611833010782401,32.6237213160077,7.74122200718827,4.70002764722145,3.31766657450926
1987-02,30.33,1987-02,48.4378784209251,37.0549769920077,0.0,2.66408331315088,22.039234681520906,23.4923710341486,49.64882538144821,12.8360377815451,11.625090821022,6.78130297892952
1987-03,29.97,1987-03,48.4935437589668,33.6681013868961,0.0,2.6781444285031,22.6685796269727,21.7120994739358,46.963175514107895,8.130081300813,13.2950741272118,4.78240076518412
1987-04,29.8,1987-04,27.037617554858894,24.098746081504693,0.0,1.17554858934169,14.4984326018808,11.363636363636301,30.9561128526646,5.87774294670846,4.11442006269592,6.857366771159871
1987-05,29.94,1987-05,65.82633053221281,49.01960784313721,0.0,4.2016806722689,40.6162464985994,21.0084033613445,61.624649859943894,8.40336134453781,21.0084033613445,5.60224089635854
1987-06,29.68,1987-06,33.9657282741738,28.457772337821197,0.0,1.52998776009791,18.512851897184802,12.8518971848225,35.648714810281504,9.79192166462668,7.80293757649938,3.05997552019583
1987-07,30.33,1987-07,32.8481510621557,25.3737214791502,0.0,1.37686860739575,16.9158143194335,13.375295043273,34.618410700236,6.88434303697875,5.1140833988985,2.55704169944925
1987-08,30.56,1987-08,61.792863359442904,51.3489991296779,0.0,3.48128807658833,27.850304612706598,29.155787641427303,67.8851174934725,18.2767624020887,10.0087032201914,9.13838120104438
1987-09,30.79,1987-09,50.2354788069073,37.6766091051805,0.0,2.35478806907378,26.6875981161695,14.1287284144427,44.7409733124018,10.204081632653,14.9136577708006,3.92464678178963
1987-10,31.37,1987-10,58.3298798176544,45.6900124326564,0.103605470368835,2.27932034811438,28.698715292167396,25.4869457107335,60.0911728139246,15.1263986738499,11.292996270202998,7.77041027766266
1987-11,32.31,1987-11,39.4417475728155,26.6990291262135,0.0,1.2135922330097,14.5631067961165,21.2378640776699,39.4417475728155,9.10194174757281,10.9223300970873,6.67475728155339
1987-12,32.82,1987-12,57.199999999999896,41.1999999999999,0.0,2.4,29.6,24.7999999999999,57.599999999999895,9.2,16.8,3.6
1988-01,31.35,1988-01,18.8845524361072,14.1634143270804,0.0,0.7553820974442901,9.44227621805363,7.99446053128541,19.8917285660329,3.83985899534181,2.76973435729573,2.58088883293466
1988-02,32.95,1988-02,55.3416746871992,45.717035611164505,0.0,2.88739172281039,29.8363811357074,18.768046198267502,58.71029836381129,12.512030798845,14.9181905678537,4.33108758421559
1988-03,33.86,1988-03,45.0740502253701,34.3850611719252,0.0,3.60592401802962,19.8325820991629,21.6355441081777,47.1345782356728,12.105602060528,12.234385061171901,6.052801030264
1988-04,34.75,1988-04,8.77872450296927,7.229537825974691,0.0,0.0,5.93854892847921,2.32378001549186,8.77872450296927,1.03279111799638,1.29098889749548,1.03279111799638
1988-05,35.23,1988-05,17.251635930993398,12.407580521798199,0.0,0.509900569388969,8.328375966686501,7.39355825614005,18.0164867850768,2.03960227755587,2.8044531316393297,2.63448627517634
