TIME,Value,time,index_All_sentiment,index_All_sentiment_(w/o_pos_and_neg),index_Crisis_sentiment,index_Fear_sentiment,index_Hedging_sentiment,index_Negative_sentiment,index_Negative_sentiment_+,index_Opinion_sentiment,index_Positive_sentiment,index_Risk_sentiment
1980-01,11.8,1980-01,10.347428050299,9.189919149757099,0.0,0.298146231957768,6.05938371420053,3.41114365386975,11.1454076711271,2.3676318420175697,2.1922517055718203,1.22766095512022
1980-02,12.1,1980-02,9.793520755977312,8.29060332802893,0.00982298972515274,0.255397732853971,5.147246615980039,3.67379815720712,10.5891829237146,2.43610145183788,2.12176578063299,1.4439794895974498
1980-03,14.2,1980-03,9.06998628164575,7.25598902531659,0.0,0.283437071301429,5.09052980057367,3.15182023287189,9.013298867385462,1.81399725632914,2.2674965704114305,0.96368604242486
1980-04,14.4,1980-04,17.153888133191,12.4948074056576,0.032580984108625,0.7167816503897501,8.66654177289424,6.6628112502138,16.762916323887502,2.72051217307018,4.55319252918034,1.78380887994721
1980-05,12.7,1980-05,18.6583651335609,15.4046997389033,0.0,0.4217714400482021,11.970275155653699,4.75999196625828,18.5579433621208,2.67121912030528,3.3340028118096,1.50632657160072
1980-06,10.3,1980-06,12.0908381018216,9.78020149263284,0.0640065542711573,0.486449812460796,6.771893441888441,4.37804831214716,12.474877427448499,1.9970044932601,2.96350346275458,1.4273461602468005
1980-07,10.2,1980-07,10.538328922128,7.69735084865115,0.0647516370023229,0.3723219127633571,5.22060073331229,4.49214481703615,10.6678321961327,1.60260301580749,2.50103197921472,1.11696573829007
1980-08,11.9,1980-08,13.7119866985518,9.4115956606078,0.0410538523908737,0.5644904703745129,6.394137509878581,5.870700891894949,13.6709328461609,2.1758541767163,3.5101043794197,1.2726694241170802
1980-09,13.0,1980-09,17.213358438212303,13.6755524725002,0.0495491031612327,0.673867802992765,9.077395699137847,6.54048161728274,17.6791200079279,3.4188881181250603,4.09275592111782,2.12070161530076
1980-10,11.7,1980-10,11.992235128024099,9.36116280562151,0.0320862478341782,0.5374446512224861,6.184624270037861,4.73272155554129,12.329140730283001,2.35031765385356,2.77546043765642,1.39575178078675
1980-11,12.7,1980-11,13.1589284311415,10.5402362060387,0.0916542278785974,0.340429989263362,7.358525152538822,4.36012255479613,13.4077041925262,2.08186031895671,2.9984025977426803,1.7414303296933502
1980-12,11.8,1980-12,11.985131822070699,9.73477413742279,0.0359482058250472,0.3522924170854629,6.93800372423412,4.16999187570547,12.423699933136303,2.17127163183285,2.57389153707338,1.30851469203172
1981-01,11.4,1981-01,11.600848085773801,9.135883336493553,0.0517125471876993,0.396462861772361,6.50716218778549,4.55070415251754,12.109354799786198,1.83579542516332,2.2322582869356804,1.16353231172323
1981-02,12.8,1981-02,7.66765058573933,6.04187805552994,0.0230606032653814,0.17295452449035995,3.8280601420533102,3.3322571718476097,8.186514159210411,1.31445438612674,1.78719675306706,1.22221197306521
1981-03,12.3,1981-03,10.3983323735288,7.38103155999317,0.0162220473846004,0.36499606615350894,5.053167760303019,4.436729959688201,10.4388874919903,1.5654275726139295,2.50630632092076,1.06254410369132
1981-04,11.9,1981-04,12.990783075694802,10.396255170912198,0.0544306553450903,0.399158139197329,6.64053995210102,4.84432832571303,13.5713767327091,2.57638435300094,3.4654183903040803,1.85064228173307
1981-05,12.7,1981-05,29.28268577521,21.8690337457538,0.0743844685229724,0.8430239765936859,16.9844536460786,9.27326374253056,28.3652773300934,3.37209590637474,7.289677915251289,2.35550816989412
1981-06,13.0,1981-06,14.518631889973,12.5417171523924,0.0212571477159194,0.829028760920859,8.65165912037922,4.782858236081879,15.645260718916699,2.21074336245562,3.6562294071381496,2.3170291010352204
1981-07,12.8,1981-07,14.3261599393536,13.397899036155698,0.0,0.556956541918714,8.106811887927961,5.49221034392066,16.5539861070284,3.898695793431,2.8002537246468697,2.8002537246468697
1981-08,13.7,1981-08,12.8988628963582,10.4944146671342,0.025046335721084,0.275509692931924,6.36176927315533,5.30982317286981,14.226318689575699,3.00556028653008,3.1808846365776606,2.35435555778189
1981-09,13.6,1981-09,15.4889283778844,11.9601245163648,0.050411483735995,0.6553492885679351,8.01542591402321,6.1375981448574,16.2955121176603,2.33153112278977,4.0329186988796,2.11728231691179
1981-10,13.9,1981-10,23.6894983607712,19.194839073571305,0.105756689110586,0.987062431698804,13.0256988754538,8.61917016251278,24.8175697112842,4.4241548277928615,6.0633835090069415,3.0140656396517
1981-11,14.0,1981-11,15.372571347235,13.3798306170379,0.0237231039309183,0.521908286480202,9.13339501340355,5.0767442412165185,16.7010651673664,2.94166488743387,2.6095414324010098,2.06391004198989
1981-12,15.4,1981-12,21.5885517386871,16.1914138040153,0.158222284729791,0.826271931366688,10.6184733307549,8.40336134453782,21.5358109771105,3.533631025632,6.2409901198973285,2.9710629021483
1982-01,13.8,1982-01,19.1747163539132,16.934454267337898,0.120444198202972,1.13217546310794,11.032688555392197,6.45580902367933,20.6200467323488,3.75785898393274,5.01047864524366,2.91474959651193
1982-02,14.0,1982-02,15.0057122770015,10.4358906758063,0.0439405923191844,0.6591088847877671,7.6236927673784995,6.19562351700502,14.8738905000439,1.9992969505228897,4.08647508568415,1.4280692503734898
1982-03,15.2,1982-03,19.289287740471398,16.1947496002888,0.103151271339419,0.747846717210789,11.0887616689875,7.16901335808964,20.8623446283975,3.50714322554025,4.667595028108719,2.9398112331734403
1982-04,16.9,1982-04,18.096116405369397,12.911158930218198,0.081975612255354,0.553335382723639,8.7304027051952,7.54175632749258,18.1985859206886,3.3814940055333502,4.50865867404447,1.90593298493698
