TIME,Value,time,index_All_sentiment,index_All_sentiment_(w/o_pos_and_neg),index_Crisis_sentiment,index_Fear_sentiment,index_Hedging_sentiment,index_Negative_sentiment,index_Negative_sentiment_+,index_Opinion_sentiment,index_Positive_sentiment,index_Risk_sentiment
1980-01,15.495,1980-01,21.100270864644,15.4027731784564,0.0424552733695052,0.73023070195549,9.968498187159831,8.68634893140077,20.8795034431226,3.8634298766249695,5.32389128053596,2.4963700741269
1980-02,14.339,1980-02,17.4778407729776,13.135830072666199,0.0598898027629162,0.878383773856104,8.674039766829031,7.20673959913758,17.827197955761303,3.15419627884692,4.32204743272379,2.10612473049588
1980-03,17.112000000000002,1980-03,29.3095909046739,20.7827227674667,0.121465358079875,1.31182586726265,14.855213293168699,11.3327179088524,28.167816538723002,4.1662617821397285,8.2110582061996,2.69653094937323
1980-04,17.91399,1980-04,34.1493309727281,26.023401768183998,0.10214156821354302,1.40728382871993,16.9781984497179,13.584828572401301,35.227491970537706,6.70729631268938,8.70473142442091,3.59765301374371
1980-05,18.728,1980-05,51.8064076346285,36.9234264939786,0.14201317882299402,1.56214496705294,26.3860486253124,18.4617132469892,49.9602363099296,7.86753010679391,13.0652124517155,4.3456032719836415
1980-06,18.02499,1980-06,34.9317184121606,25.6278255660492,0.140400797476529,1.36656776210488,17.7373007478682,13.618877355223301,34.8287578273444,5.81259301552832,8.37724758276626,3.4164194052622205
1980-07,15.935,1980-07,33.5693972006914,24.600829011691605,0.223052473094295,1.34760869161136,16.4872953028866,13.3738545326121,33.532221788509105,5.54843026822059,9.22879607427647,4.09858919310767
1980-08,15.55,1980-08,40.8371056288612,27.9447983599114,0.454051376601219,1.63733678228924,18.6023473080257,17.446580167586202,40.231703793392896,6.74197498589689,11.2412113540362,4.05894412416241
1980-09,15.325,1980-09,35.9433240044678,26.882192743564897,0.27610095254828604,1.40560484933673,16.9676585384219,14.407449705701401,36.3574754332903,7.24137498274369,9.901984161845348,4.44271532736788
1980-10,15.785,1980-10,33.6733392834374,24.250924391176802,0.153002677546857,1.21127119724595,16.1035318118067,14.0124952186663,34.0303455310467,6.1711079943899,8.65740150452633,3.7740660461558
1980-11,16.32199,1980-11,27.407208601064,22.323613457318203,0.126300500465733,1.04197912884229,15.6770496203091,9.42517484725532,28.2281618540912,4.4205175163006505,5.76246033374907,3.31538813722549
1980-12,17.741989999999994,1980-12,31.875607385811506,23.6835474930713,0.230356692941726,1.3893388043047898,15.786632113162696,13.403880070546697,32.321923478386104,5.39178634416729,7.9761004931073,3.4913436273980403
1981-01,17.64099,1981-01,30.0775744956388,22.1169838629813,0.19044475197745106,1.1553648286632,15.2990617421885,12.0741972753704,30.5600345339817,4.98965250180922,7.338471109531128,2.64083389408732
1981-02,15.942,1981-02,31.0324617235459,24.595642293811,0.0925421323763791,1.1310705068224098,16.6473013685953,11.639743761117801,32.7804797795441,6.23117024667619,6.87896517331084,2.9099359402794702
1981-03,14.825,1981-03,31.331998500598697,22.8658675955639,0.191996489207054,1.5451146036186698,15.149437267432802,13.476325004342801,31.889702588295396,5.46732859741993,8.063852546696289,3.44679411576474
1981-04,14.78,1981-04,30.5448456219054,21.738006884218997,0.144713312591091,1.2403998222093502,14.9674911879929,12.383324891723401,30.441478970054607,4.67217266365525,7.41138893770091,3.25604953329956
1981-05,16.67599,1981-05,32.848399101897805,24.8823547504075,0.15378463999015698,1.59936025589764,18.177344446836607,11.9490665272352,33.063697597884,4.998000799680121,6.81265955156399,2.8450158398179104
1981-06,17.213,1981-06,34.5503467792441,24.2861450673841,0.127577648396001,1.47294194057201,16.2139593143281,14.555449885179998,34.4923569390641,5.67140636960404,9.38275614112406,4.01289694045603
1981-07,16.66299,1981-07,32.2964441288788,23.2964249390724,0.23987257968567105,1.3240966398649,15.505363550881698,13.0778530444628,32.382798257565604,5.401930494521309,8.94244977068182,3.7899867590336
1981-08,16.433,1981-08,28.8018716906785,20.9703238517424,0.123137544637359,0.9851003570988792,14.037680088659,11.427164142347,29.1466568156631,5.01169806674054,7.7576653121536685,2.95530107129663
1981-09,16.213,1981-09,22.3433952836645,16.9231938998294,0.0868970161737071,0.825521653650217,11.340060610668699,8.85263352269642,22.962536523902106,3.899503600795101,6.03934262407264,2.62863473925464
1981-10,15.553,1981-10,32.3354171247867,25.9269730573095,0.13612707986471,1.4240986816615802,17.1415407491177,11.9687117142587,33.7490444926125,6.7121121687138,8.17809610571838,3.5602467041539705
1981-11,16.09,1981-11,36.4847606226917,28.1776028902466,0.24162093127610296,1.8639328984156496,19.0880535708122,14.1060600830715,37.52027889958929,6.53527090308699,9.00900900900901,4.01550976263619
1981-12,16.102999999999998,1981-12,34.0719741236965,23.7501036710874,0.2865091871432769,1.44008565116752,15.7127670001734,14.9361763087061,34.4715790426069,5.602008580196179,9.22861171219397,3.2797762212454105
1982-01,15.759,1982-01,36.9762588516489,29.520361022421106,0.0891853807323903,2.08693790913793,18.9429748675597,14.6442395162584,38.3318766387812,7.81263935215739,8.65098193104186,4.90519594028146
1982-02,15.188,1982-02,29.824845929289694,22.478105741161198,0.129743756081738,1.58936101200129,14.612390528705802,12.731106065520502,30.6195264352904,5.951994810249749,6.95750891988322,3.45442750567628
1982-03,14.645,1982-03,43.118353937926905,33.3059566006743,0.31339154491225,1.95599550445232,22.3480591337425,16.5449122503674,43.7991700527363,7.57543010287887,11.1956427768652,5.07910434857784
