LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IDN,STINT,TOT,PC_PA,M,2012-01,5.01,
IDN,STINT,TOT,PC_PA,M,2012-02,4.414743,
IDN,STINT,TOT,PC_PA,M,2012-03,4.202152,
IDN,STINT,TOT,PC_PA,M,2012-04,4.22236,
IDN,STINT,TOT,PC_PA,M,2012-05,4.321937,
IDN,STINT,TOT,PC_PA,M,2012-06,4.62021,
IDN,STINT,TOT,PC_PA,M,2012-07,4.750145,
IDN,STINT,TOT,PC_PA,M,2012-08,4.878295,
IDN,STINT,TOT,PC_PA,M,2012-09,4.9212,
IDN,STINT,TOT,PC_PA,M,2012-10,4.900526999999999,
IDN,STINT,TOT,PC_PA,M,2012-11,4.91306,
IDN,STINT,TOT,PC_PA,M,2012-12,4.937755999999999,
IDN,STINT,TOT,PC_PA,M,2013-01,4.956894999999999,
IDN,STINT,TOT,PC_PA,M,2013-02,4.9198059999999995,
IDN,STINT,TOT,PC_PA,M,2013-03,4.900222,
IDN,STINT,TOT,PC_PA,M,2013-04,4.9,
IDN,STINT,TOT,PC_PA,M,2013-05,4.900747,
IDN,STINT,TOT,PC_PA,M,2013-06,5.165602,
IDN,STINT,TOT,PC_PA,M,2013-07,5.796968,
IDN,STINT,TOT,PC_PA,M,2013-08,6.201278,
IDN,STINT,TOT,PC_PA,M,2013-09,6.975102000000001,
IDN,STINT,TOT,PC_PA,M,2013-10,7.2046589999999995,
IDN,STINT,TOT,PC_PA,M,2013-11,7.4530009999999995,
IDN,STINT,TOT,PC_PA,M,2013-12,7.70679,
IDN,STINT,TOT,PC_PA,M,2014-01,7.925876,
IDN,STINT,TOT,PC_PA,M,2014-02,7.997925,
IDN,STINT,TOT,PC_PA,M,2014-03,8.092905,
IDN,STINT,TOT,PC_PA,M,2014-04,8.138687,
IDN,STINT,TOT,PC_PA,M,2014-05,8.149566,
IDN,STINT,TOT,PC_PA,M,2014-06,8.149955,
IDN,STINT,TOT,PC_PA,M,2014-07,8.148643,
IDN,STINT,TOT,PC_PA,M,2014-08,8.145236,
IDN,STINT,TOT,PC_PA,M,2014-09,8.109306,
IDN,STINT,TOT,PC_PA,M,2014-10,7.704797999999999,
IDN,STINT,TOT,PC_PA,M,2014-11,7.379158,
IDN,STINT,TOT,PC_PA,M,2014-12,7.180389,
IDN,STINT,TOT,PC_PA,M,2015-01,7.122027,
IDN,STINT,TOT,PC_PA,M,2015-02,7.005692999999999,
IDN,STINT,TOT,PC_PA,M,2015-03,6.805414999999999,
